3.95,-9.62,7.11 
8.42,-14.55,9.26 
4.70,-19.10,10.69 
1.17,-22.62,12.43 
1.26,-23.14,13.15 
-2.07,-21.05,13.33 
-2.80,-19.43,13.46 
6.00,-26.10,12.56 
11.19,-35.20,13.58 
12.55,-39.04,16.28 
16.13,-38.07,17.04 
11.57,-30.68,13.46 
6.55,-23.23,9.24 
-2.10,-26.42,9.53 
-0.05,-35.75,13.95 
5.58,-36.65,12.86 
3.71,-27.46,10.60 
-2.69,-18.00,15.11 
-5.91,-15.95,24.49 
-9.65,-24.03,37.91 
-6.37,-44.13,42.56 
-9.15,-46.82,34.48 
-17.19,-21.63,14.28 
-8.71,-14.68,8.51 
-8.78,-28.59,27.09 
-17.41,-41.01,45.07 
-35.32,-44.73,43.70 
-33.26,-20.32,25.37 
-33.45,-7.92,16.19 
-25.35,-6.47,24.53 
-26.61,-15.86,38.62 
-34.13,-25.68,44.34 
-39.01,-23.17,46.71 
-24.13,-19.97,43.18 
-23.38,-13.57,28.43 
-24.78,-12.32,16.95 
-24.40,-23.59,10.78 
-11.50,-41.95,16.75 
2.74,-44.61,26.24 
4.07,-37.51,35.66 
-12.13,-15.26,34.80 
-19.79,-7.91,29.01 
-17.65,-14.30,30.13 
-13.00,-22.73,32.66 
-8.45,-25.78,32.72 
-17.36,-25.40,32.34 
-17.71,-22.82,30.94 
-1.48,-22.58,25.62 
12.55,-28.82,24.33 
6.27,-33.13,26.91 
-16.95,-28.46,29.07 
-20.77,-19.89,25.93 
6.73,-24.44,22.66 
20.19,-38.79,21.99 
1.61,-47.48,24.02 
-14.75,-39.75,28.16 
-6.92,-29.22,29.47 
8.03,-26.32,31.49 
6.50,-24.21,29.35 
-6.10,-22.29,28.07 
-11.24,-17.94,28.91 
1.68,-15.84,28.74 
8.21,-16.24,26.16 
1.34,-15.98,25.84 
1.71,-16.84,27.47 
2.07,-19.68,29.59 
-8.83,-14.96,27.40 
-7.44,-13.17,23.32 
5.68,-17.94,21.67 
7.25,-19.49,20.48 
2.59,-17.25,20.20 
-5.55,-13.23,21.26 
-7.35,-5.07,21.35 
0.13,-1.33,18.43 
10.13,-4.03,15.55 
11.86,-8.61,11.04 
0.70,-8.97,9.38 
-16.46,0.72,11.73 
-7.94,10.03,12.13 
12.71,8.78,11.00 
12.55,9.73,8.53 
6.36,8.72,5.62 
-9.44,9.71,4.22 
-10.14,12.29,3.62 
3.34,12.38,2.36 
10.61,12.38,-1.76 
1.84,13.50,-6.89 
-2.13,11.24,-8.18 
-1.56,13.96,-7.52 
-1.21,21.42,-7.72 
0.91,28.25,-10.42 
9.83,29.91,-12.99 
10.06,28.46,-15.34 
3.10,30.70,-17.06 
1.86,30.55,-18.18 
-0.57,33.06,-18.15 
-0.46,36.45,-18.74 
1.31,39.06,-20.93 
8.26,39.48,-24.18 
2.87,39.38,-30.01 
-7.65,43.04,-31.99 
-0.90,43.07,-33.86 
10.44,38.29,-33.90 
11.37,38.52,-34.39 
15.20,36.90,-34.30 
10.77,40.55,-36.05 
0.42,49.58,-41.43 
0.45,51.91,-44.62 
11.14,47.87,-45.66 
11.60,44.05,-44.89 
4.27,48.40,-45.86 
2.64,56.84,-44.18 
11.14,62.95,-45.05 
21.75,62.22,-50.68 
21.08,58.32,-57.29 
12.06,53.64,-63.18 
0.77,53.28,-61.73 
-3.36,62.77,-55.55 
9.51,71.67,-49.72 
21.81,75.79,-56.53 
25.37,72.60,-70.74 
25.69,58.66,-78.25 
14.45,47.61,-76.51 
-4.69,55.71,-65.89 
-6.75,69.39,-55.20 
11.71,73.80,-58.38 
37.63,65.51,-73.80 
55.54,49.41,-78.04 
56.53,35.04,-71.38 
32.16,36.11,-56.67 
3.84,42.99,-42.89 
-2.28,44.99,-43.64 
22.85,42.89,-52.83 
39.11,36.48,-54.41 
46.27,30.63,-45.99 
42.70,29.59,-31.49 
45.10,24.06,-23.31 
56.65,23.16,-22.45 
60.84,19.07,-21.76 
51.55,13.30,-17.72 
27.40,8.28,-13.87 
2.82,9.13,-8.10 
16.06,10.11,-6.62 
26.52,10.14,-9.58 
23.55,6.02,-3.29 
6.85,-0.46,1.70 
-0.57,2.77,5.67 
0.09,4.19,1.27 
-1.23,8.35,-2.41 
-3.81,12.89,2.37 
-4.86,10.70,4.92 
7.89,-0.81,6.36 
17.83,-8.39,4.85 
10.19,-5.81,2.57 
-0.92,4.86,2.77 
-4.92,7.54,5.66 
9.42,1.56,7.56 
15.75,-5.34,2.40 
11.02,-4.13,-0.13 
-2.52,2.19,1.37 
-11.27,3.64,3.53 
0.97,0.31,5.37 
22.39,-6.33,4.31 
25.49,-9.16,3.46 
6.64,-6.09,3.58 
-20.17,-0.55,6.14 
-28.83,3.16,7.58 
-11.06,-1.42,6.43 
4.70,-8.38,7.81 
11.54,-13.95,11.35 
0.79,-13.43,14.40 
-18.66,-9.13,13.93 
-22.66,-3.51,9.37 
-13.21,-5.59,8.34 
-8.23,-11.31,11.59 
-10.81,-16.82,14.80 
-15.68,-17.80,16.48 
-10.40,-18.62,18.85 
2.62,-17.80,23.53 
-1.94,-17.13,24.91 
-17.76,-21.88,23.56 
-20.25,-25.08,21.26 
-3.71,-26.67,23.03 
14.93,-31.71,27.53 
15.20,-37.81,34.33 
0.18,-44.78,39.85 
-17.50,-40.82,41.06 
-9.50,-35.71,44.48 
-11.64,-40.75,52.57 
-26.63,-50.35,62.27 
-59.24,-43.80,61.03 
-75.12,-13.91,41.09 
-40.08,-11.22,18.22 
4.03,-26.29,20.97 
37.28,-41.98,43.41 
16.97,-52.75,73.87 
-54.48,-48.94,89.35 
-75.35,-26.81,66.20 
-22.52,-14.46,23.79 
31.11,-42.20,14.02 
40.10,-59.19,29.59 
6.35,-66.49,51.44 
-6.89,-64.42,69.20 
-18.54,-64.81,69.95 
-28.75,-61.62,59.04 
-18.07,-41.86,26.36 
8.56,-44.70,10.75 
11.68,-54.09,17.91 
12.73,-54.23,42.60 
17.90,-56.38,66.68 
28.06,-57.49,68.13 
15.92,-56.46,52.08 
-22.83,-34.13,24.11 
-34.75,-30.03,13.61 
-12.43,-45.95,22.85 
22.52,-55.16,40.65 
21.84,-46.20,48.74 
12.56,-36.49,47.38 
1.16,-26.73,40.08 
2.59,-36.61,32.54 
10.56,-50.87,31.20 
19.74,-61.43,33.01 
6.59,-51.17,34.24 
-23.47,-27.86,28.98 
-12.72,-18.04,28.77 
2.35,-30.09,29.59 
15.37,-38.39,31.78 
5.13,-38.97,34.20 
-11.12,-24.64,36.27 
-6.36,-14.53,35.23 
5.43,-14.75,37.50 
16.00,-15.89,37.50 
7.98,-23.49,31.75 
-16.32,-17.71,25.24 
-13.56,-13.26,22.53 
15.74,-16.33,24.77 
28.88,-18.35,26.24 
12.16,-18.87,21.95 
-15.48,-16.35,16.95 
-35.62,-8.96,18.43 
-18.89,0.84,20.01 
24.13,-5.84,19.29 
27.87,-10.00,16.04 
-0.48,-10.07,13.00 
-30.51,-1.83,14.24 
-15.64,6.40,16.20 
18.85,3.65,11.58 
25.75,1.18,6.31 
5.40,-3.45,-2.45 
-19.10,-0.18,-4.50 
-19.91,6.92,-0.83 
4.29,15.21,0.53 
20.61,17.74,-5.81 
16.97,17.70,-11.80 
0.13,12.86,-14.01 
-11.42,12.45,-11.00 
-9.67,19.82,-7.66 
2.68,25.74,-8.19 
13.19,28.63,-12.65 
2.35,32.69,-16.42 
-9.12,35.48,-15.41 
-9.01,38.25,-12.71 
14.52,34.08,-13.84 
24.00,27.10,-19.58 
1.64,27.18,-28.25 
-24.32,31.25,-30.68 
-28.83,43.22,-26.02 
7.46,46.69,-21.75 
26.84,41.90,-25.03 
13.46,37.91,-30.76 
-4.86,33.62,-35.81 
-18.72,42.05,-36.70 
-4.74,57.65,-35.93 
20.19,56.80,-36.45 
29.57,44.52,-39.86 
9.75,38.70,-43.14 
-12.43,45.67,-44.59 
-19.47,64.64,-45.83 
3.80,69.22,-46.25 
22.77,58.55,-47.51 
20.74,49.70,-49.31 
3.81,47.96,-52.62 
-21.03,64.86,-55.54 
-20.98,80.00,-55.75 
2.65,80.84,-57.92 
14.64,71.42,-66.25 
9.92,61.76,-73.46 
-3.42,61.56,-76.16 
-17.52,72.29,-72.27 
-14.36,77.27,-70.96 
3.61,75.53,-72.02 
20.16,57.99,-77.70 
18.62,50.35,-86.48 
8.30,50.63,-84.93 
4.38,65.12,-75.51 
13.08,70.70,-63.93 
33.23,54.54,-58.12 
54.03,29.27,-65.83 
65.23,15.90,-69.73 
49.10,22.72,-59.18 
-1.32,39.91,-49.95 
6.22,46.99,-42.38 
48.90,31.83,-37.44 
76.52,13.71,-34.99 
85.48,9.94,-30.54 
57.10,17.73,-17.00 
30.58,21.97,-5.49 
30.10,12.38,3.11 
19.39,-6.90,-1.75 
-13.96,-2.26,-8.25 
-43.10,25.85,5.44 
-23.38,27.03,15.26 
4.58,-0.94,17.98 
21.55,-6.59,9.20 
9.00,-0.29,-3.32 
-20.60,8.63,0.13 
-23.32,15.18,5.69 
22.67,2.20,7.11 
47.74,-11.10,3.85 
29.40,-10.61,-1.93 
-11.32,3.25,0.08 
-12.68,9.79,6.85 
0.42,6.41,6.89 
17.26,-3.65,2.68 
17.34,-6.15,-3.46 
9.60,-3.94,-4.18 
3.25,4.83,1.15 
-2.63,-0.10,3.88 
3.37,-3.33,5.76 
10.77,-6.15,3.62 
8.58,-6.24,1.49 
-2.05,-2.50,2.75 
-11.26,-2.06,5.95 
-12.92,-2.85,8.94 
-11.79,-4.94,12.82 
-7.27,-8.46,14.83 
-5.35,-9.55,16.24 
-6.72,-11.08,20.20 
-28.11,-11.62,21.38 
-44.13,-13.97,17.03 
-41.50,-15.66,11.70 
-19.71,-12.04,14.34 
-0.66,-13.40,21.95 
9.92,-14.84,31.23 
8.22,-20.44,35.27 
-13.47,-31.84,32.45 
-21.15,-40.20,30.53 
-12.37,-41.63,32.05 
8.27,-39.65,42.97 
20.74,-38.81,55.09 
20.79,-37.83,64.46 
-17.38,-38.56,64.69 
-44.95,-37.48,46.95 
-30.34,-35.92,29.95 
17.22,-43.48,22.57 
44.24,-49.45,32.48 
19.20,-43.49,45.55 
-27.91,-28.78,55.35 
-28.55,-30.35,45.29 
2.41,-43.11,37.23 
22.85,-58.29,35.84 
13.28,-53.94,53.62 
-18.40,-41.80,69.62 
-41.42,-33.26,81.46 
-34.16,-40.62,74.88 
18.96,-64.32,63.35 
19.19,-67.78,41.93 
-1.38,-50.85,33.20 
-18.25,-44.32,39.58 
-25.04,-46.93,52.66 
-21.50,-62.61,62.27 
1.11,-63.10,56.02 
-2.71,-50.44,37.99 
-11.42,-36.73,31.33 
-8.77,-34.79,40.83 
-4.84,-35.48,54.65 
18.15,-43.45,55.40 
23.39,-51.23,52.95 
17.89,-48.09,47.24 
15.80,-39.63,43.01 
13.26,-35.30,37.00 
-1.59,-35.48,32.10 
-3.82,-39.23,31.64 
0.06,-36.32,34.83 
17.54,-35.30,38.40 
6.56,-28.62,37.95 
-5.41,-26.85,34.07 
-7.91,-27.95,34.53 
-3.59,-21.68,34.98 
7.57,-16.62,33.38 
10.76,-17.23,30.05 
4.24,-19.20,27.62 
-1.47,-21.89,26.97 
-0.61,-20.10,23.82 
12.68,-21.74,20.11 
9.43,-21.74,14.62 
-4.84,-17.74,10.36 
-9.84,-11.84,10.05 
-1.79,-7.08,11.75 
1.37,0.95,11.30 
6.09,4.48,8.51 
16.26,3.61,7.70 
13.28,1.85,6.98 
-1.88,4.54,3.47 
-10.74,6.84,1.06 
-7.32,7.99,-1.49 
2.42,5.90,-4.15 
-2.80,10.05,-5.11 
-12.45,17.48,-5.46 
-6.89,22.35,-3.18 
13.05,19.64,-2.57 
20.18,18.28,-5.75 
9.92,17.25,-11.08 
-9.84,17.88,-16.01 
-18.07,21.62,-15.95 
0.15,21.32,-12.04 
21.34,17.62,-11.78 
18.33,18.23,-16.10 
5.05,18.26,-21.15 
-9.90,20.75,-24.09 
-10.08,27.25,-24.27 
3.75,30.23,-22.99 
13.31,28.37,-23.11 
10.76,28.28,-23.93 
0.67,32.57,-24.38 
0.33,38.02,-25.83 
5.37,43.83,-30.77 
17.37,42.12,-34.63 
20.68,35.79,-35.61 
6.62,31.36,-36.99 
-8.17,31.76,-36.86 
-16.19,37.70,-38.24 
-12.39,47.42,-40.53 
1.25,52.09,-43.99 
12.33,47.36,-44.22 
13.34,45.45,-44.80 
12.01,45.71,-45.20 
7.42,49.87,-46.34 
3.48,57.06,-49.11 
-1.79,65.13,-52.85 
-5.85,69.25,-58.51 
-6.86,64.95,-61.75 
-7.19,62.11,-63.69 
-6.57,64.95,-63.60 
-9.67,70.60,-65.32 
-13.23,79.76,-66.76 
-13.85,84.87,-69.86 
-9.38,82.05,-77.37 
-0.66,76.20,-84.59 
13.10,66.74,-85.96 
11.03,57.27,-84.34 
-1.41,56.28,-84.47 
-7.21,56.55,-80.85 
-3.30,54.40,-75.93 
5.61,45.96,-71.98 
7.75,44.14,-69.32 
4.53,45.80,-69.43 
18.81,45.71,-72.99 
43.92,37.58,-66.85 
61.80,23.07,-48.96 
41.00,19.96,-29.18 
7.66,22.77,-18.76 
12.41,27.33,-22.54 
64.76,20.51,-32.96 
114.42,7.53,-32.54 
112.70,1.07,-24.79 
75.26,3.58,8.80 
23.02,-7.65,29.29 
-21.76,-7.81,33.59 
-36.22,1.32,22.91 
-41.24,13.47,2.25 
-46.42,22.22,10.19 
-41.73,22.28,8.40 
-11.32,8.74,7.73 
12.97,-4.64,-6.83 
26.12,-2.18,-9.63 
22.32,3.50,4.53 
21.63,-2.42,13.44 
28.64,-9.94,11.75 
11.58,-12.56,-1.72 
-7.50,0.57,-0.68 
-31.67,11.32,4.88 
-35.52,11.83,7.96 
-0.20,-0.20,10.33 
25.80,-11.26,6.68 
26.59,-12.21,-0.39 
9.34,-4.20,-3.49 
-3.35,1.74,1.73 
2.04,-3.42,5.78 
11.20,-11.23,6.11 
13.81,-12.97,4.72 
1.11,-10.42,4.31 
-6.17,-7.37,8.89 
-2.28,-9.26,15.62 
-8.00,-9.65,20.98 
-23.21,-13.62,20.05 
-33.74,-17.33,11.81 
-29.94,-14.46,11.85 
-16.52,-14.42,18.74 
-3.85,-21.84,27.88 
-22.11,-30.06,36.48 
-29.96,-29.89,42.02 
-24.84,-22.87,37.64 
-6.32,-24.91,36.39 
5.63,-29.28,42.88 
7.54,-37.86,51.26 
-17.78,-41.19,55.75 
-21.88,-32.18,55.67 
-8.05,-28.73,48.20 
9.05,-37.51,41.00 
11.58,-45.22,41.37 
-7.15,-49.98,46.62 
0.07,-47.11,49.46 
-2.48,-43.05,52.53 
9.37,-42.78,56.22 
29.25,-52.39,59.26 
13.37,-67.62,63.20 
-21.94,-54.33,76.24 
-7.61,-38.99,73.21 
14.16,-46.73,62.94 
33.52,-62.99,53.90 
-12.95,-77.11,56.57 
-40.26,-64.90,72.56 
-27.79,-49.52,78.74 
11.13,-45.34,65.35 
9.06,-45.37,52.51 
-2.77,-44.38,39.32 
-21.68,-38.44,35.99 
11.23,-46.20,44.68 
4.26,-60.10,47.11 
-6.05,-72.15,50.89 
-6.63,-70.23,55.37 
-2.26,-63.66,52.71 
-0.29,-49.66,53.29 
-11.73,-37.19,54.27 
-0.55,-24.39,48.40 
18.73,-28.21,41.43 
12.96,-37.19,37.67 
3.43,-42.39,41.50 
-5.91,-36.27,47.09 
-7.36,-21.62,43.99 
5.68,-21.02,36.78 
7.60,-24.78,32.10 
-6.19,-27.30,31.66 
-29.76,-19.84,29.18 
-17.38,-17.37,26.94 
8.13,-16.70,26.69 
12.06,-15.49,22.27 
0.67,-14.70,18.75 
-13.71,-7.92,18.13 
-16.94,-0.23,19.67 
11.29,-0.06,19.17 
22.87,-7.11,14.98 
-1.62,-10.49,6.37 
-25.16,-4.85,2.66 
-8.89,-0.15,2.75 
